6561
12800
12720
320

0 : < 0, 1 >
10780 : < 5457, 5458, 5538 >
10781 : < 5458, 5538, 5539 >
10782 : < 5458, 5459, 5539 >
10783 : < 5459, 5539, 5540 >
10784 : < 5459, 5460, 5540 >
10785 : < 5460, 5540, 5541 >
10786 : < 5460, 5461, 5541 >
10787 : < 5461, 5541, 5542 >
10788 : < 5461, 5462, 5542 >
10789 : < 5462, 5542, 5543 >
10790 : < 5462, 5463, 5543 >
10791 : < 5463, 5543, 5544 >
10792 : < 5463, 5464, 5544 >
10793 : < 5464, 5544, 5545 >
10794 : < 5464, 5465, 5545 >
10795 : < 5465, 5545, 5546 >
10796 : < 5465, 5466, 5546 >
10797 : < 5466, 5546, 5547 >
10798 : < 5466, 5467, 5547 >
10799 : < 5467, 5547, 5548 >
10800 : < 5467, 5468, 5548 >
10801 : < 5468, 5548, 5549 >
10802 : < 5468, 5469, 5549 >
10803 : < 5469, 5549, 5550 >
10804 : < 5469, 5470, 5550 >
10805 : < 5470, 5550, 5551 >
10806 : < 5470, 5471, 5551 >
10807 : < 5471, 5551, 5552 >
10808 : < 5471, 5472, 5552 >
10809 : < 5472, 5552, 5553 >
10810 : < 5472, 5473, 5553 >
10811 : < 5473, 5553, 5554 >
10812 : < 5473, 5474, 5554 >
10813 : < 5474, 5554, 5555 >
10814 : < 5474, 5475, 5555 >
10815 : < 5475, 5555, 5556 >
10816 : < 5475, 5476, 5556 >
10817 : < 5476, 5556, 5557 >
10818 : < 5476, 5477, 5557 >
10819 : < 5477, 5557, 5558 >
10820 : < 5477, 5478, 5558 >
10821 : < 5478, 5558, 5559 >
10822 : < 5478, 5479, 5559 >
10823 : < 5479, 5559, 5560 >
10824 : < 5479, 5480, 5560 >
10825 : < 5480, 5560, 5561 >
10826 : < 5480, 5481, 5561 >
10827 : < 5481, 5561, 5562 >
10828 : < 5481, 5482, 5562 >
10829 : < 5482, 5562, 5563 >
10830 : < 5482, 5483, 5563 >
10831 : < 5483, 5563, 5564 >
10832 : < 5483, 5484, 5564 >
10833 : < 5484, 5564, 5565 >
10834 : < 5484, 5485, 5565 >
10835 : < 5485, 5565, 5566 >
10836 : < 5485, 5486, 5566 >
10837 : < 5486, 5566, 5567 >
10838 : < 5486, 5487, 5567 >
10839 : < 5487, 5567, 5568 >
10840 : < 5487, 5488, 5568 >
10841 : < 5488, 5568, 5569 >
10842 : < 5488, 5489, 5569 >
10843 : < 5489, 5569, 5570 >
10844 : < 5489, 5490, 5570 >
10845 : < 5490, 5570, 5571 >
10846 : < 5490, 5491, 5571 >
10847 : < 5491, 5571, 5572 >
10848 : < 5491, 5492, 5572 >
10849 : < 5492, 5572, 5573 >
10850 : < 5492, 5493, 5573 >
10851 : < 5493, 5573, 5574 >
10852 : < 5493, 5494, 5574 >
10853 : < 5494, 5574, 5575 >
10854 : < 5494, 5495, 5575 >
10855 : < 5495, 5575, 5576 >
10856 : < 5495, 5496, 5576 >
10857 : < 5496, 5576, 5577 >
10858 : < 5496, 5497, 5577 >
10859 : < 5497, 5577, 5578 >
10860 : < 5497, 5498, 5578 >
10861 : < 5498, 5578, 5579 >
10862 : < 5498, 5499, 5579 >
10863 : < 5499, 5579, 5580 >
10864 : < 5499, 5500, 5580 >
10865 : < 5500, 5580, 5581 >
10866 : < 5500, 5501, 5581 >
10867 : < 5501, 5581, 5582 >
10868 : < 5501, 5502, 5582 >
10869 : < 5502, 5582, 5583 >
10870 : < 5502, 5503, 5583 >
10871 : < 5503, 5583, 5584 >
10872 : < 5503, 5504, 5584 >
10873 : < 5504, 5584, 5585 >
10874 : < 5504, 5505, 5585 >
10875 : < 5505, 5585, 5586 >
10876 : < 5505, 5506, 5586 >
10877 : < 5506, 5586, 5587 >
10878 : < 5506, 5507, 5587 >
10879 : < 5507, 5587, 5588 >
10880 : < 5508, 5509, 5589 >
10881 : < 5509, 5589, 5590 >
10882 : < 5509, 5510, 5590 >
10883 : < 5510, 5590, 5591 >
10884 : < 5510, 5511, 5591 >
10885 : < 5511, 5591, 5592 >
10886 : < 5511, 5512, 5592 >
10887 : < 5512, 5592, 5593 >
10888 : < 5512, 5513, 5593 >
10889 : < 5513, 5593, 5594 >
10890 : < 5513, 5514, 5594 >
10891 : < 5514, 5594, 5595 >
10892 : < 5514, 5515, 5595 >
10893 : < 5515, 5595, 5596 >
10894 : < 5515, 5516, 5596 >
10895 : < 5516, 5596, 5597 >
10896 : < 5516, 5517, 5597 >
10897 : < 5517, 5597, 5598 >
10898 : < 5517, 5518, 5598 >
10899 : < 5518, 5598, 5599 >
10900 : < 5518, 5519, 5599 >
10901 : < 5519, 5599, 5600 >
10902 : < 5519, 5520, 5600 >
10903 : < 5520, 5600, 5601 >
10904 : < 5520, 5521, 5601 >
10905 : < 5521, 5601, 5602 >
10906 : < 5521, 5522, 5602 >
10907 : < 5522, 5602, 5603 >
10908 : < 5522, 5523, 5603 >
10909 : < 5523, 5603, 5604 >
10910 : < 5523, 5524, 5604 >
10911 : < 5524, 5604, 5605 >
10912 : < 5524, 5525, 5605 >
10913 : < 5525, 5605, 5606 >
10914 : < 5525, 5526, 5606 >
10915 : < 5526, 5606, 5607 >
10916 : < 5526, 5527, 5607 >
10917 : < 5527, 5607, 5608 >
10918 : < 5527, 5528, 5608 >
10919 : < 5528, 5608, 5609 >
10920 : < 5528, 5529, 5609 >
10921 : < 5529, 5609, 5610 >
10922 : < 5529, 5530, 5610 >
10923 : < 5530, 5610, 5611 >
10924 : < 5530, 5531, 5611 >
10925 : < 5531, 5611, 5612 >
10926 : < 5531, 5532, 5612 >
10927 : < 5532, 5612, 5613 >
10928 : < 5532, 5533, 5613 >
10929 : < 5533, 5613, 5614 >
10930 : < 5533, 5534, 5614 >
10931 : < 5534, 5614, 5615 >
10932 : < 5534, 5535, 5615 >
10933 : < 5535, 5615, 5616 >
10934 : < 5535, 5536, 5616 >
10935 : < 5536, 5616, 5617 >
10936 : < 5536, 5537, 5617 >
10937 : < 5537, 5617, 5618 >
10938 : < 5537, 5538, 5618 >
10939 : < 5538, 5618, 5619 >
10940 : < 5538, 5539, 5619 >
10941 : < 5539, 5619, 5620 >
10942 : < 5539, 5540, 5620 >
10943 : < 5540, 5620, 5621 >
10944 : < 5540, 5541, 5621 >
10945 : < 5541, 5621, 5622 >
10946 : < 5541, 5542, 5622 >
10947 : < 5542, 5622, 5623 >
10948 : < 5542, 5543, 5623 >
10949 : < 5543, 5623, 5624 >
10950 : < 5543, 5544, 5624 >
10951 : < 5544, 5624, 5625 >
10952 : < 5544, 5545, 5625 >
10953 : < 5545, 5625, 5626 >
10954 : < 5545, 5546, 5626 >
10955 : < 5546, 5626, 5627 >
10956 : < 5546, 5547, 5627 >
10957 : < 5547, 5627, 5628 >
10958 : < 5547, 5548, 5628 >
10959 : < 5548, 5628, 5629 >
10960 : < 5548, 5549, 5629 >
10961 : < 5549, 5629, 5630 >
10962 : < 5549, 5550, 5630 >
10963 : < 5550, 5630, 5631 >
10964 : < 5550, 5551, 5631 >
10965 : < 5551, 5631, 5632 >
10966 : < 5551, 5552, 5632 >
10967 : < 5552, 5632, 5633 >
10968 : < 5552, 5553, 5633 >
10969 : < 5553, 5633, 5634 >
10970 : < 5553, 5554, 5634 >
10971 : < 5554, 5634, 5635 >
10972 : < 5554, 5555, 5635 >
10973 : < 5555, 5635, 5636 >
10974 : < 5555, 5556, 5636 >
10975 : < 5556, 5636, 5637 >
10976 : < 5556, 5557, 5637 >
10977 : < 5557, 5637, 5638 >
10978 : < 5557, 5558, 5638 >
10979 : < 5558, 5638, 5639 >
10980 : < 5558, 5559, 5639 >
10981 : < 5559, 5639, 5640 >
10982 : < 5559, 5560, 5640 >
10983 : < 5560, 5640, 5641 >
10984 : < 5560, 5561, 5641 >
10985 : < 5561, 5641, 5642 >
10986 : < 5561, 5562, 5642 >
10987 : < 5562, 5642, 5643 >
10988 : < 5562, 5563, 5643 >
10989 : < 5563, 5643, 5644 >
10990 : < 5563, 5564, 5644 >
10991 : < 5564, 5644, 5645 >
10992 : < 5564, 5565, 5645 >
10993 : < 5565, 5645, 5646 >
10994 : < 5565, 5566, 5646 >
10995 : < 5566, 5646, 5647 >
10996 : < 5566, 5567, 5647 >
10997 : < 5567, 5647, 5648 >
10998 : < 5567, 5568, 5648 >
10999 : < 5568, 5648, 5649 >
11000 : < 5568, 5569, 5649 >
11001 : < 5569, 5649, 5650 >
11002 : < 5569, 5570, 5650 >
11003 : < 5570, 5650, 5651 >
11004 : < 5570, 5571, 5651 >
11005 : < 5571, 5651, 5652 >
11006 : < 5571, 5572, 5652 >
11007 : < 5572, 5652, 5653 >
11008 : < 5572, 5573, 5653 >
11009 : < 5573, 5653, 5654 >
11010 : < 5573, 5574, 5654 >
11011 : < 5574, 5654, 5655 >
11012 : < 5574, 5575, 5655 >
11013 : < 5575, 5655, 5656 >
11014 : < 5575, 5576, 5656 >
11015 : < 5576, 5656, 5657 >
11016 : < 5576, 5577, 5657 >
11017 : < 5577, 5657, 5658 >
11018 : < 5577, 5578, 5658 >
11019 : < 5578, 5658, 5659 >
11020 : < 5578, 5579, 5659 >
11021 : < 5579, 5659, 5660 >
11022 : < 5579, 5580, 5660 >
11023 : < 5580, 5660, 5661 >
11024 : < 5580, 5581, 5661 >
11025 : < 5581, 5661, 5662 >
11026 : < 5581, 5582, 5662 >
11027 : < 5582, 5662, 5663 >
11028 : < 5582, 5583, 5663 >
11029 : < 5583, 5663, 5664 >
11030 : < 5583, 5584, 5664 >
11031 : < 5584, 5664, 5665 >
11032 : < 5584, 5585, 5665 >
11033 : < 5585, 5665, 5666 >
11034 : < 5585, 5586, 5666 >
11035 : < 5586, 5666, 5667 >
11036 : < 5586, 5587, 5667 >
11037 : < 5587, 5667, 5668 >
11038 : < 5587, 5588, 5668 >
11039 : < 5588, 5668, 5669 >
11040 : < 5589, 5590, 5670 >
11041 : < 5590, 5670, 5671 >
11042 : < 5590, 5591, 5671 >
11043 : < 5591, 5671, 5672 >
11044 : < 5591, 5592, 5672 >
11045 : < 5592, 5672, 5673 >
11046 : < 5592, 5593, 5673 >
11047 : < 5593, 5673, 5674 >
11048 : < 5593, 5594, 5674 >
11049 : < 5594, 5674, 5675 >
11050 : < 5594, 5595, 5675 >
11051 : < 5595, 5675, 5676 >
11052 : < 5595, 5596, 5676 >
11053 : < 5596, 5676, 5677 >
11054 : < 5596, 5597, 5677 >
11055 : < 5597, 5677, 5678 >
11056 : < 5597, 5598, 5678 >
11057 : < 5598, 5678, 5679 >
11058 : < 5598, 5599, 5679 >
11059 : < 5599, 5679, 5680 >
11060 : < 5599, 5600, 5680 >
11061 : < 5600, 5680, 5681 >
11062 : < 5600, 5601, 5681 >
11063 : < 5601, 5681, 5682 >
11064 : < 5601, 5602, 5682 >
11065 : < 5602, 5682, 5683 >
11066 : < 5602, 5603, 5683 >
11067 : < 5603, 5683, 5684 >
11068 : < 5603, 5604, 5684 >
11069 : < 5604, 5684, 5685 >
11070 : < 5604, 5605, 5685 >
11071 : < 5605, 5685, 5686 >
11072 : < 5605, 5606, 5686 >
11073 : < 5606, 5686, 5687 >
11074 : < 5606, 5607, 5687 >
11075 : < 5607, 5687, 5688 >
11076 : < 5607, 5608, 5688 >
11077 : < 5608, 5688, 5689 >
11078 : < 5608, 5609, 5689 >
11079 : < 5609, 5689, 5690 >
11080 : < 5609, 5610, 5690 >
11081 : < 5610, 5690, 5691 >
11082 : < 5610, 5611, 5691 >
11083 : < 5611, 5691, 5692 >
11084 : < 5611, 5612, 5692 >
11085 : < 5612, 5692, 5693 >
11086 : < 5612, 5613, 5693 >
11087 : < 5613, 5693, 5694 >
11088 : < 5613, 5614, 5694 >
11089 : < 5614, 5694, 5695 >
11090 : < 5614, 5615, 5695 >
11091 : < 5615, 5695, 5696 >
11092 : < 5615, 5616, 5696 >
11093 : < 5616, 5696, 5697 >
11094 : < 5616, 5617, 5697 >
11095 : < 5617, 5697, 5698 >
11096 : < 5617, 5618, 5698 >
11097 : < 5618, 5698, 5699 >
11098 : < 5618, 5619, 5699 >
11099 : < 5619, 5699, 5700 >
11100 : < 5619, 5620, 5700 >
11101 : < 5620, 5700, 5701 >
11102 : < 5620, 5621, 5701 >
11103 : < 5621, 5701, 5702 >
11104 : < 5621, 5622, 5702 >
11105 : < 5622, 5702, 5703 >
11106 : < 5622, 5623, 5703 >
11107 : < 5623, 5703, 5704 >
11108 : < 5623, 5624, 5704 >
11109 : < 5624, 5704, 5705 >
11110 : < 5624, 5625, 5705 >
11111 : < 5625, 5705, 5706 >
11112 : < 5625, 5626, 5706 >
11113 : < 5626, 5706, 5707 >
11114 : < 5626, 5627, 5707 >
11115 : < 5627, 5707, 5708 >
11116 : < 5627, 5628, 5708 >
11117 : < 5628, 5708, 5709 >
11118 : < 5628, 5629, 5709 >
11119 : < 5629, 5709, 5710 >
11120 : < 5629, 5630, 5710 >
11121 : < 5630, 5710, 5711 >
11122 : < 5630, 5631, 5711 >
11123 : < 5631, 5711, 5712 >
11124 : < 5631, 5632, 5712 >
11125 : < 5632, 5712, 5713 >
11126 : < 5632, 5633, 5713 >
11127 : < 5633, 5713, 5714 >
11128 : < 5633, 5634, 5714 >
11129 : < 5634, 5714, 5715 >
11130 : < 5634, 5635, 5715 >
11131 : < 5635, 5715, 5716 >
11132 : < 5635, 5636, 5716 >
11133 : < 5636, 5716, 5717 >
11134 : < 5636, 5637, 5717 >
11135 : < 5637, 5717, 5718 >
11136 : < 5637, 5638, 5718 >
11137 : < 5638, 5718, 5719 >
11138 : < 5638, 5639, 5719 >
11139 : < 5639, 5719, 5720 >
11140 : < 5639, 5640, 5720 >
11141 : < 5640, 5720, 5721 >
11142 : < 5640, 5641, 5721 >
11143 : < 5641, 5721, 5722 >
11144 : < 5641, 5642, 5722 >
11145 : < 5642, 5722, 5723 >
11146 : < 5642, 5643, 5723 >
11147 : < 5643, 5723, 5724 >
11148 : < 5643, 5644, 5724 >
11149 : < 5644, 5724, 5725 >
11150 : < 5644, 5645, 5725 >
11151 : < 5645, 5725, 5726 >
11152 : < 5645, 5646, 5726 >
11153 : < 5646, 5726, 5727 >
11154 : < 5646, 5647, 5727 >
11155 : < 5647, 5727, 5728 >
11156 : < 5647, 5648, 5728 >
11157 : < 5648, 5728, 5729 >
11158 : < 5648, 5649, 5729 >
11159 : < 5649, 5729, 5730 >
11160 : < 5649, 5650, 5730 >
11161 : < 5650, 5730, 5731 >
11162 : < 5650, 5651, 5731 >
11163 : < 5651, 5731, 5732 >
11164 : < 5651, 5652, 5732 >
11165 : < 5652, 5732, 5733 >
11166 : < 5652, 5653, 5733 >
11167 : < 5653, 5733, 5734 >
11168 : < 5653, 5654, 5734 >
11169 : < 5654, 5734, 5735 >
11170 : < 5654, 5655, 5735 >
11171 : < 5655, 5735, 5736 >
11172 : < 5655, 5656, 5736 >
11173 : < 5656, 5736, 5737 >
11174 : < 5656, 5657, 5737 >
11175 : < 5657, 5737, 5738 >
11176 : < 5657, 5658, 5738 >
11177 : < 5658, 5738, 5739 >
11178 : < 5658, 5659, 5739 >
11179 : < 5659, 5739, 5740 >
11180 : < 5659, 5660, 5740 >
11181 : < 5660, 5740, 5741 >
11182 : < 5660, 5661, 5741 >
11183 : < 5661, 5741, 5742 >
11184 : < 5661, 5662, 5742 >
11185 : < 5662, 5742, 5743 >
11186 : < 5662, 5663, 5743 >
11187 : < 5663, 5743, 5744 >
11188 : < 5663, 5664, 5744 >
11189 : < 5664, 5744, 5745 >
11190 : < 5664, 5665, 5745 >
11191 : < 5665, 5745, 5746 >
11192 : < 5665, 5666, 5746 >
11193 : < 5666, 5746, 5747 >
11194 : < 5666, 5667, 5747 >
11195 : < 5667, 5747, 5748 >
11196 : < 5667, 5668, 5748 >
11197 : < 5668, 5748, 5749 >
11198 : < 5668, 5669, 5749 >
11199 : < 5669, 5749, 5750 >
11200 : < 5670, 5671, 5751 >
11201 : < 5671, 5751, 5752 >
11202 : < 5671, 5672, 5752 >
11203 : < 5672, 5752, 5753 >
11204 : < 5672, 5673, 5753 >
11205 : < 5673, 5753, 5754 >
11206 : < 5673, 5674, 5754 >
11207 : < 5674, 5754, 5755 >
11208 : < 5674, 5675, 5755 >
11209 : < 5675, 5755, 5756 >
11210 : < 5675, 5676, 5756 >
11211 : < 5676, 5756, 5757 >
11212 : < 5676, 5677, 5757 >
11213 : < 5677, 5757, 5758 >
11214 : < 5677, 5678, 5758 >
11215 : < 5678, 5758, 5759 >
11216 : < 5678, 5679, 5759 >
11217 : < 5679, 5759, 5760 >
11218 : < 5679, 5680, 5760 >
11219 : < 5680, 5760, 5761 >
11220 : < 5680, 5681, 5761 >
11221 : < 5681, 5761, 5762 >
11222 : < 5681, 5682, 5762 >
11223 : < 5682, 5762, 5763 >
11224 : < 5682, 5683, 5763 >
11225 : < 5683, 5763, 5764 >
11226 : < 5683, 5684, 5764 >
11227 : < 5684, 5764, 5765 >
11228 : < 5684, 5685, 5765 >
11229 : < 5685, 5765, 5766 >
11230 : < 5685, 5686, 5766 >
11231 : < 5686, 5766, 5767 >
11232 : < 5686, 5687, 5767 >
11233 : < 5687, 5767, 5768 >
11234 : < 5687, 5688, 5768 >
11235 : < 5688, 5768, 5769 >
11236 : < 5688, 5689, 5769 >
11237 : < 5689, 5769, 5770 >
11238 : < 5689, 5690, 5770 >
11239 : < 5690, 5770, 5771 >
11240 : < 5690, 5691, 5771 >
11241 : < 5691, 5771, 5772 >
11242 : < 5691, 5692, 5772 >
11243 : < 5692, 5772, 5773 >
11244 : < 5692, 5693, 5773 >
11245 : < 5693, 5773, 5774 >
11246 : < 5693, 5694, 5774 >
11247 : < 5694, 5774, 5775 >
11248 : < 5694, 5695, 5775 >
11249 : < 5695, 5775, 5776 >
11250 : < 5695, 5696, 5776 >
11251 : < 5696, 5776, 5777 >
11252 : < 5696, 5697, 5777 >
11253 : < 5697, 5777, 5778 >
11254 : < 5697, 5698, 5778 >
11255 : < 5698, 5778, 5779 >
11256 : < 5698, 5699, 5779 >
11257 : < 5699, 5779, 5780 >
11258 : < 5699, 5700, 5780 >
11259 : < 5700, 5780, 5781 >
11260 : < 5700, 5701, 5781 >
11261 : < 5701, 5781, 5782 >
11262 : < 5701, 5702, 5782 >
11263 : < 5702, 5782, 5783 >
11264 : < 5702, 5703, 5783 >
11265 : < 5703, 5783, 5784 >
11266 : < 5703, 5704, 5784 >
11267 : < 5704, 5784, 5785 >
11268 : < 5704, 5705, 5785 >
11269 : < 5705, 5785, 5786 >
11270 : < 5705, 5706, 5786 >
11271 : < 5706, 5786, 5787 >
11272 : < 5706, 5707, 5787 >
11273 : < 5707, 5787, 5788 >
11274 : < 5707, 5708, 5788 >
11275 : < 5708, 5788, 5789 >
11276 : < 5708, 5709, 5789 >
11277 : < 5709, 5789, 5790 >
11278 : < 5709, 5710, 5790 >
11279 : < 5710, 5790, 5791 >
11280 : < 5710, 5711, 5791 >
11281 : < 5711, 5791, 5792 >
11282 : < 5711, 5712, 5792 >
11283 : < 5712, 5792, 5793 >
11284 : < 5712, 5713, 5793 >
11285 : < 5713, 5793, 5794 >
11286 : < 5713, 5714, 5794 >
11287 : < 5714, 5794, 5795 >
11288 : < 5714, 5715, 5795 >
11289 : < 5715, 5795, 5796 >
11290 : < 5715, 5716, 5796 >
11291 : < 5716, 5796, 5797 >
11292 : < 5716, 5717, 5797 >
11293 : < 5717, 5797, 5798 >
11294 : < 5717, 5718, 5798 >
11295 : < 5718, 5798, 5799 >
11296 : < 5718, 5719, 5799 >
11297 : < 5719, 5799, 5800 >
11298 : < 5719, 5720, 5800 >
11299 : < 5720, 5800, 5801 >
11300 : < 5720, 5721, 5801 >
11301 : < 5721, 5801, 5802 >
11302 : < 5721, 5722, 5802 >
11303 : < 5722, 5802, 5803 >
11304 : < 5722, 5723, 5803 >
11305 : < 5723, 5803, 5804 >
11306 : < 5723, 5724, 5804 >
11307 : < 5724, 5804, 5805 >
11308 : < 5724, 5725, 5805 >
11309 : < 5725, 5805, 5806 >
11310 : < 5725, 5726, 5806 >
11311 : < 5726, 5806, 5807 >
11312 : < 5726, 5727, 5807 >
11313 : < 5727, 5807, 5808 >
11314 : < 5727, 5728, 5808 >
11315 : < 5728, 5808, 5809 >
11316 : < 5728, 5729, 5809 >
11317 : < 5729, 5809, 5810 >
11318 : < 5729, 5730, 5810 >
11319 : < 5730, 5810, 5811 >
11320 : < 5730, 5731, 5811 >
11321 : < 5731, 5811, 5812 >
11322 : < 5731, 5732, 5812 >
11323 : < 5732, 5812, 5813 >
11324 : < 5732, 5733, 5813 >
11325 : < 5733, 5813, 5814 >
11326 : < 5733, 5734, 5814 >
11327 : < 5734, 5814, 5815 >
11328 : < 5734, 5735, 5815 >
11329 : < 5735, 5815, 5816 >
11330 : < 5735, 5736, 5816 >
11331 : < 5736, 5816, 5817 >
11332 : < 5736, 5737, 5817 >
11333 : < 5737, 5817, 5818 >
11334 : < 5737, 5738, 5818 >
11335 : < 5738, 5818, 5819 >
11336 : < 5738, 5739, 5819 >
11337 : < 5739, 5819, 5820 >
11338 : < 5739, 5740, 5820 >
11339 : < 5740, 5820, 5821 >
11340 : < 5740, 5741, 5821 >
11341 : < 5741, 5821, 5822 >
11342 : < 5741, 5742, 5822 >
11343 : < 5742, 5822, 5823 >
11344 : < 5742, 5743, 5823 >
11345 : < 5743, 5823, 5824 >
11346 : < 5743, 5744, 5824 >
11347 : < 5744, 5824, 5825 >
11348 : < 5744, 5745, 5825 >
11349 : < 5745, 5825, 5826 >
11350 : < 5745, 5746, 5826 >
11351 : < 5746, 5826, 5827 >
11352 : < 5746, 5747, 5827 >
11353 : < 5747, 5827, 5828 >
11354 : < 5747, 5748, 5828 >
11355 : < 5748, 5828, 5829 >
11356 : < 5748, 5749, 5829 >
11357 : < 5749, 5829, 5830 >
11358 : < 5749, 5750, 5830 >
11359 : < 5750, 5830, 5831 >
11360 : < 5751, 5752, 5832 >
11361 : < 5752, 5832, 5833 >
11362 : < 5752, 5753, 5833 >
11363 : < 5753, 5833, 5834 >
11364 : < 5753, 5754, 5834 >
11365 : < 5754, 5834, 5835 >
11366 : < 5754, 5755, 5835 >
11367 : < 5755, 5835, 5836 >
11368 : < 5755, 5756, 5836 >
11369 : < 5756, 5836, 5837 >
11370 : < 5756, 5757, 5837 >
11371 : < 5757, 5837, 5838 >
11372 : < 5757, 5758, 5838 >
11373 : < 5758, 5838, 5839 >
11374 : < 5758, 5759, 5839 >
11375 : < 5759, 5839, 5840 >
11376 : < 5759, 5760, 5840 >
11377 : < 5760, 5840, 5841 >
11378 : < 5760, 5761, 5841 >
11379 : < 5761, 5841, 5842 >
11380 : < 5761, 5762, 5842 >
11381 : < 5762, 5842, 5843 >
11382 : < 5762, 5763, 5843 >
11383 : < 5763, 5843, 5844 >
11384 : < 5763, 5764, 5844 >
11385 : < 5764, 5844, 5845 >
11386 : < 5764, 5765, 5845 >
11387 : < 5765, 5845, 5846 >
11388 : < 5765, 5766, 5846 >
11389 : < 5766, 5846, 5847 >
11390 : < 5766, 5767, 5847 >
11391 : < 5767, 5847, 5848 >
11392 : < 5767, 5768, 5848 >
11393 : < 5768, 5848, 5849 >
11394 : < 5768, 5769, 5849 >
11395 : < 5769, 5849, 5850 >
11396 : < 5769, 5770, 5850 >
11397 : < 5770, 5850, 5851 >
11398 : < 5770, 5771, 5851 >
11399 : < 5771, 5851, 5852 >
11400 : < 5771, 5772, 5852 >
11401 : < 5772, 5852, 5853 >
11402 : < 5772, 5773, 5853 >
11403 : < 5773, 5853, 5854 >
11404 : < 5773, 5774, 5854 >
11405 : < 5774, 5854, 5855 >
11406 : < 5774, 5775, 5855 >
11407 : < 5775, 5855, 5856 >
11408 : < 5775, 5776, 5856 >
11409 : < 5776, 5856, 5857 >
11410 : < 5776, 5777, 5857 >
11411 : < 5777, 5857, 5858 >
11412 : < 5777, 5778, 5858 >
11413 : < 5778, 5858, 5859 >
11414 : < 5778, 5779, 5859 >
11415 : < 5779, 5859, 5860 >
11416 : < 5779, 5780, 5860 >
11417 : < 5780, 5860, 5861 >
11418 : < 5780, 5781, 5861 >
11419 : < 5781, 5861, 5862 >
11420 : < 5781, 5782, 5862 >
11421 : < 5782, 5862, 5863 >
11422 : < 5782, 5783, 5863 >
11423 : < 5783, 5863, 5864 >
11424 : < 5783, 5784, 5864 >
11425 : < 5784, 5864, 5865 >
11426 : < 5784, 5785, 5865 >
11427 : < 5785, 5865, 5866 >
11428 : < 5785, 5786, 5866 >
11429 : < 5786, 5866, 5867 >
11430 : < 5786, 5787, 5867 >
11431 : < 5787, 5867, 5868 >
11432 : < 5787, 5788, 5868 >
11433 : < 5788, 5868, 5869 >
11434 : < 5788, 5789, 5869 >
11435 : < 5789, 5869, 5870 >
11436 : < 5789, 5790, 5870 >
11437 : < 5790, 5870, 5871 >
11438 : < 5790, 5791, 5871 >
11439 : < 5791, 5871, 5872 >
11440 : < 5791, 5792, 5872 >
11441 : < 5792, 5872, 5873 >
11442 : < 5792, 5793, 5873 >
11443 : < 5793, 5873, 5874 >
11444 : < 5793, 5794, 5874 >
11445 : < 5794, 5874, 5875 >
11446 : < 5794, 5795, 5875 >
11447 : < 5795, 5875, 5876 >
11448 : < 5795, 5796, 5876 >
11449 : < 5796, 5876, 5877 >
11450 : < 5796, 5797, 5877 >
11451 : < 5797, 5877, 5878 >
11452 : < 5797, 5798, 5878 >
11453 : < 5798, 5878, 5879 >
11454 : < 5798, 5799, 5879 >
11455 : < 5799, 5879, 5880 >
11456 : < 5799, 5800, 5880 >
11457 : < 5800, 5880, 5881 >
11458 : < 5800, 5801, 5881 >
11459 : < 5801, 5881, 5882 >
11460 : < 5801, 5802, 5882 >
11461 : < 5802, 5882, 5883 >
11462 : < 5802, 5803, 5883 >
11463 : < 5803, 5883, 5884 >
11464 : < 5803, 5804, 5884 >
11465 : < 5804, 5884, 5885 >
11466 : < 5804, 5805, 5885 >
11467 : < 5805, 5885, 5886 >
11468 : < 5805, 5806, 5886 >
11469 : < 5806, 5886, 5887 >
11470 : < 5806, 5807, 5887 >
11471 : < 5807, 5887, 5888 >
11472 : < 5807, 5808, 5888 >
11473 : < 5808, 5888, 5889 >
11474 : < 5808, 5809, 5889 >
11475 : < 5809, 5889, 5890 >
11476 : < 5809, 5810, 5890 >
11477 : < 5810, 5890, 5891 >
11478 : < 5810, 5811, 5891 >
11479 : < 5811, 5891, 5892 >
11480 : < 5811, 5812, 5892 >
11481 : < 5812, 5892, 5893 >
11482 : < 5812, 5813, 5893 >
11483 : < 5813, 5893, 5894 >
11484 : < 5813, 5814, 5894 >
11485 : < 5814, 5894, 5895 >
11486 : < 5814, 5815, 5895 >
11487 : < 5815, 5895, 5896 >
11488 : < 5815, 5816, 5896 >
11489 : < 5816, 5896, 5897 >
11490 : < 5816, 5817, 5897 >
11491 : < 5817, 5897, 5898 >
11492 : < 5817, 5818, 5898 >
11493 : < 5818, 5898, 5899 >
11494 : < 5818, 5819, 5899 >
11495 : < 5819, 5899, 5900 >
11496 : < 5819, 5820, 5900 >
11497 : < 5820, 5900, 5901 >
11498 : < 5820, 5821, 5901 >
11499 : < 5821, 5901, 5902 >
11500 : < 5821, 5822, 5902 >
11501 : < 5822, 5902, 5903 >
11502 : < 5822, 5823, 5903 >
11503 : < 5823, 5903, 5904 >
11504 : < 5823, 5824, 5904 >
11505 : < 5824, 5904, 5905 >
11506 : < 5824, 5825, 5905 >
11507 : < 5825, 5905, 5906 >
11508 : < 5825, 5826, 5906 >
11509 : < 5826, 5906, 5907 >
11510 : < 5826, 5827, 5907 >
11511 : < 5827, 5907, 5908 >
11512 : < 5827, 5828, 5908 >
11513 : < 5828, 5908, 5909 >
11514 : < 5828, 5829, 5909 >
